Distance;Class
8367.08833946068;0
8382.09145494268;0
8389.12295218007;0
8406.17448265856;0
8411.32168417251;0
8433.70639614714;0
8449.72625008058;0
8471.45279800675;0
8480.26611387219;0
8490.06703177667;0
8501.26713820414;0
8514.7581255531;0
8516.74145214015;0
8534.17476104339;0
8535.70476690746;0
8591.21249663815;0
8606.64691877186;0
8610.91295576849;0
8629.42529511958;0
8714.00012959325;0
8742.11856164379;0
8764.96268155679;0
8770.49520731677;0
8772.09831055897;0
8786.18968031908;0
8787.38228750024;0
8816.95969739168;0
8873.12409119616;0
8898.61398503955;0
8906.83381601754;0
8909.48622769729;0
8926.30419897354;0
8931.72934973732;0
8933.35169686626;0
8948.92927139062;0
8996.45439578331;0
9027.89638390476;0
9032.45520847372;0
9053.76371191425;0
9088.20519404435;0
9088.9371909434;0
9150.2409182256;0
9269.8066973202;0
9280.74952279806;0
9311.9922669797;0
9317.94029522417;0
9333.4986482312;0
9389.01835759331;0
9400.54356929853;0
9490.30338815601;0
9499.39733989655;0
9511.83760365314;0
9540.79111506742;0
9574.64498911865;0
9590.68112984189;0
9592.42688483081;0
9611.08805457765;0
9659.97800386579;0
9666.804344135;0
9673.23501043906;0
9837.56414555288;0
9853.24228469108;0
9865.97427938854;0
9921.94156463541;0
9925.14473332847;0
9966.76061014153;0
9989.89136625017;0
10000.6205390153;0
10093.2781039783;0
10108.5011927322;0
10131.6807996371;0
10287.5788228363;0
10319.0281666375;0
10326.7776009011;0
10407.1364514377;0
10473.3650724853;0
10553.6068510972;0
10599.3029492432;0
10644.6256747997;0
10669.2935088896;0
10738.1518319324;0
10837.3197859573;0
10845.343651117;0
10845.5117420765;0
10929.3046046864;0
10938.7353039371;0
10958.1923332582;0
11015.171906405;0
11020.5434923746;0
11031.8377632934;0
11044.4282174964;0
11120.1487787983;0
11133.7468716529;0
11203.2919333604;0
11261.5802500079;0
11281.0090742812;0
11333.654626599;0
11485.5203337073;0
11624.3657797052;0
11659.0555820408;0
11672.7352329409;0
11677.3581109947;0
11722.413331738;0
11951.6869340856;0
11999.6223632382;0
12042.0846021778;0
12153.9630608372;0
12179.4699776767;0
12230.4978608911;0
12264.9051234819;0
12319.2625841506;0
12430.4278722891;0
12545.1183510704;0
12713.5443581407;0
12763.9675621623;0
12889.2978634646;0
13214.1558242825;0
13386.5062691515;0
13455.8037933418;0
13521.3967539683;0
13638.2062260708;0
13698.4699866358;0
13758.8126647584;0
13775.1042058114;0
13786.4298959621;1
13865.7501509576;0
14036.0969840897;0
14104.5596275075;0
14134.8646423283;0
14278.3014555932;0
14454.7157688413;0
14784.3534999943;0
15966.5186480986;0
16006.3727109157;0
16149.0969061702;0
16201.236629196;0
16511.1479867624;0
16586.7761272913;0
16747.129490903;0
17210.0274546443;0
17271.9254695666;0
17337.8864564793;0
17550.905191204;0
18035.2777920619;0
18101.435941061;0
18405.8922914321;0
18817.1456318315;0
19293.8276005379;0
